periodyear,res16p,emp,wages,wagelt5k,wage5to10k,wage10to20k,wage20to50k,wage50kplus,privatesector,stategovt,localgovt,female,male,age45p,age50p,empQ1,empQ2,empQ3,empQ4,fourq,newhires,uiclaimants,prevagri,prevmine,prevutil,prevconstr,prevmanu,prevtrade,prevtrans,previnfo,prevfin,prevrealest,prevprof,prevmanag,prevadminwaste,prevedu,prevhealth,prevarts,prevaccom,prevstate,agiaexp,community__name,community__gnis_feature_id,community__census_code,community__census_area__name,community__census_area__gnis_feature_id,community__census_area__census_code,community__census_area__county_code,community__census_area__historical,community__census_area__notes,community__alaska_native_regional_corporation__name,community__latitude,community__longitude,community__aea_energy_region__name,community__dcra_community_id
2015,22,16,147982.00,10,1,1,4,0,4,0,12,8,8,6,4,8,8,14,13,7,10,3,0,0,0,0,0,1,1,2,0,0,0,0,1,0,8,0,5,3,,Birch Creek,1399049,7620,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",66.2590355,-145.8190168,Yukon-Koyukuk/Upper Tanana,0631f05e-7610-4490-a656-f8ef9c4b84f3
2016,249,155,2787894.38,49,23,25,45,13,56,3,96,75,80,45,37,123,122,130,112,86,68,61,0,1,0,19,31,55,6,5,1,9,5,1,2,0,52,2,6,16,,Brevig Mission,1420670,8740,Nome Census Area,1419977,99180,180,0,,Bering Straits Native Corporation,65.3347222,-166.4891667,Bering Straits,d586375e-1fe7-4401-a259-67b70b1c4bf4
2000,154,121,1546212.90,41,17,32,30,1,64,0,57,51,70,26,12,92,93,102,95,68,59,42,0,6,0,42,1,6,8,1,17,10,2,0,0,0,44,2,6,10,,Brevig Mission,1420670,8740,Nome Census Area,1419977,99180,180,0,,Bering Straits Native Corporation,65.3347222,-166.4891667,Bering Straits,d586375e-1fe7-4401-a259-67b70b1c4bf4
2001,152,120,1691613.00,38,13,28,41,0,59,0,61,54,66,32,12,91,93,101,97,67,62,34,0,7,0,49,0,10,8,2,16,10,1,0,0,0,51,1,5,5,,Brevig Mission,1420670,8740,Nome Census Area,1419977,99180,180,0,,Bering Straits Native Corporation,65.3347222,-166.4891667,Bering Straits,d586375e-1fe7-4401-a259-67b70b1c4bf4
2002,165,124,2111604.00,32,15,34,40,3,25,0,99,57,67,34,10,103,100,112,99,86,55,49,0,7,0,48,0,10,9,2,17,10,1,0,0,0,46,1,7,6,,Brevig Mission,1420670,8740,Nome Census Area,1419977,99180,180,0,,Bering Straits Native Corporation,65.3347222,-166.4891667,Bering Straits,d586375e-1fe7-4401-a259-67b70b1c4bf4
2003,166,126,1714188.00,49,13,24,39,1,32,0,94,58,68,36,12,98,92,102,103,72,65,60,0,5,0,44,1,11,9,2,18,9,0,0,0,0,44,1,6,5,,Brevig Mission,1420670,8740,Nome Census Area,1419977,99180,180,0,,Bering Straits Native Corporation,65.3347222,-166.4891667,Bering Straits,d586375e-1fe7-4401-a259-67b70b1c4bf4
2004,176,119,1612680.00,45,11,25,37,1,31,0,88,57,62,33,12,99,98,88,97,69,48,55,0,1,1,45,2,11,8,2,11,14,1,0,0,0,42,3,9,7,101,Brevig Mission,1420670,8740,Nome Census Area,1419977,99180,180,0,,Bering Straits Native Corporation,65.3347222,-166.4891667,Bering Straits,d586375e-1fe7-4401-a259-67b70b1c4bf4
2005,189,127,1925924.00,47,15,31,28,6,38,2,87,58,69,36,14,89,100,97,107,61,66,55,0,1,1,42,1,12,9,1,4,19,1,0,1,0,49,4,7,5,105,Brevig Mission,1420670,8740,Nome Census Area,1419977,99180,180,0,,Bering Straits Native Corporation,65.3347222,-166.4891667,Bering Straits,d586375e-1fe7-4401-a259-67b70b1c4bf4
2006,192,129,2036175.00,50,16,27,29,7,45,1,83,61,68,38,21,99,102,96,108,74,68,44,0,0,2,33,0,9,8,2,3,21,2,0,1,0,43,3,7,7,101,Brevig Mission,1420670,8740,Nome Census Area,1419977,99180,180,0,,Bering Straits Native Corporation,65.3347222,-166.4891667,Bering Straits,d586375e-1fe7-4401-a259-67b70b1c4bf4
2007,200,134,2116110.00,50,18,27,29,10,46,0,88,63,71,45,29,114,103,109,110,84,68,49,0,0,2,36,0,5,11,3,11,26,2,0,1,0,45,2,4,9,105,Brevig Mission,1420670,8740,Nome Census Area,1419977,99180,180,0,,Bering Straits Native Corporation,65.3347222,-166.4891667,Bering Straits,d586375e-1fe7-4401-a259-67b70b1c4bf4
2008,212,152,2038909.00,59,17,42,28,6,32,1,119,71,81,47,27,105,118,128,132,82,85,71,0,0,2,35,0,14,10,2,1,22,1,0,0,0,56,4,6,8,112,Brevig Mission,1420670,8740,Nome Census Area,1419977,99180,180,0,,Bering Straits Native Corporation,65.3347222,-166.4891667,Bering Straits,d586375e-1fe7-4401-a259-67b70b1c4bf4
2009,226,163,2859882.00,46,25,40,40,12,56,0,107,71,92,50,30,126,126,138,137,97,82,68,0,0,2,46,0,33,9,1,1,21,2,0,0,0,57,5,4,6,132,Brevig Mission,1420670,8740,Nome Census Area,1419977,99180,180,0,,Bering Straits Native Corporation,65.3347222,-166.4891667,Bering Straits,d586375e-1fe7-4401-a259-67b70b1c4bf4
2010,232,147,2070281.00,73,13,20,35,6,40,0,107,76,71,38,24,106,114,111,122,77,68,87,0,1,1,43,0,41,8,3,0,17,5,0,3,0,59,4,2,8,132,Brevig Mission,1420670,8740,Nome Census Area,1419977,99180,180,0,,Bering Straits Native Corporation,65.3347222,-166.4891667,Bering Straits,d586375e-1fe7-4401-a259-67b70b1c4bf4
2011,238,151,2377198.00,59,23,22,39,8,56,0,95,77,74,42,27,112,114,115,125,81,66,84,0,0,0,41,0,47,9,4,5,16,5,0,2,0,61,1,6,10,138,Brevig Mission,1420670,8740,Nome Census Area,1419977,99180,180,0,,Bering Straits Native Corporation,65.3347222,-166.4891667,Bering Straits,d586375e-1fe7-4401-a259-67b70b1c4bf4
2012,239,148,2430274.00,56,21,25,37,9,57,2,89,72,76,45,29,116,114,116,117,86,0,75,0,1,0,34,9,34,8,4,0,13,26,0,3,0,56,0,3,13,,Brevig Mission,1420670,8740,Nome Census Area,1419977,99180,180,0,,Bering Straits Native Corporation,65.3347222,-166.4891667,Bering Straits,d586375e-1fe7-4401-a259-67b70b1c4bf4
2013,249,153,2791440.00,50,27,22,42,12,54,2,97,78,75,50,34,111,121,109,124,77,61,83,0,2,0,34,15,41,8,4,0,14,27,0,2,0,42,0,4,11,,Brevig Mission,1420670,8740,Nome Census Area,1419977,99180,180,0,,Bering Straits Native Corporation,65.3347222,-166.4891667,Bering Straits,d586375e-1fe7-4401-a259-67b70b1c4bf4
2014,238,157,2561430.00,59,20,33,35,10,63,0,94,84,73,49,33,117,124,133,128,89,76,41,0,2,0,13,25,48,6,5,0,10,13,0,1,1,38,0,3,12,,Brevig Mission,1420670,8740,Nome Census Area,1419977,99180,180,0,,Bering Straits Native Corporation,65.3347222,-166.4891667,Bering Straits,d586375e-1fe7-4401-a259-67b70b1c4bf4
2015,248,174,3282151.00,54,22,37,46,15,73,2,99,89,85,50,39,126,142,145,134,95,87,53,0,2,0,13,24,47,5,5,2,9,14,0,1,0,41,0,3,13,,Brevig Mission,1420670,8740,Nome Census Area,1419977,99180,180,0,,Bering Straits Native Corporation,65.3347222,-166.4891667,Bering Straits,d586375e-1fe7-4401-a259-67b70b1c4bf4
2016,325,206,4414645.38,81,19,22,54,30,81,0,125,103,103,60,41,138,158,159,149,101,107,68,0,20,6,59,3,15,17,6,0,29,3,0,74,0,53,2,7,11,,Buckland,1412684,9600,Northwest Arctic Borough,1419979,99188,188,0,"Created from all of the former Kobuk Census Area (02-140) and an unpopulated part of the North Slope Borough (02-185) effective June 2, 1986; 1980 population: 4,831.","NANA Regional Corporation, Incorporated",65.9797222,-161.1230556,Northwest Arctic,525f1c5e-cc76-415c-9b62-38721d36914b
2000,221,155,2991285.23,46,17,27,53,12,93,0,62,68,87,31,16,123,135,125,124,95,86,54,0,25,1,47,1,107,11,2,12,8,3,0,5,0,45,2,24,7,,Buckland,1412684,9600,Northwest Arctic Borough,1419979,99188,188,0,"Created from all of the former Kobuk Census Area (02-140) and an unpopulated part of the North Slope Borough (02-185) effective June 2, 1986; 1980 population: 4,831.","NANA Regional Corporation, Incorporated",65.9797222,-161.1230556,Northwest Arctic,525f1c5e-cc76-415c-9b62-38721d36914b
2001,216,161,2802506.00,45,18,43,47,8,84,0,77,70,91,34,19,119,131,127,126,83,96,55,0,27,0,48,1,101,13,2,8,7,4,0,9,0,46,2,19,1,,Buckland,1412684,9600,Northwest Arctic Borough,1419979,99188,188,0,"Created from all of the former Kobuk Census Area (02-140) and an unpopulated part of the North Slope Borough (02-185) effective June 2, 1986; 1980 population: 4,831.","NANA Regional Corporation, Incorporated",65.9797222,-161.1230556,Northwest Arctic,525f1c5e-cc76-415c-9b62-38721d36914b
2002,225,156,2932843.00,39,23,35,49,10,80,1,75,70,86,33,18,117,128,131,133,98,87,53,0,26,0,46,0,100,19,2,8,12,3,0,13,0,46,2,16,2,,Buckland,1412684,9600,Northwest Arctic Borough,1419979,99188,188,0,"Created from all of the former Kobuk Census Area (02-140) and an unpopulated part of the North Slope Borough (02-185) effective June 2, 1986; 1980 population: 4,831.","NANA Regional Corporation, Incorporated",65.9797222,-161.1230556,Northwest Arctic,525f1c5e-cc76-415c-9b62-38721d36914b
2003,219,155,2904130.00,42,26,34,37,16,76,1,78,75,80,34,19,122,132,130,117,93,84,60,0,21,0,42,0,98,25,2,8,12,4,0,14,0,53,1,18,3,,Buckland,1412684,9600,Northwest Arctic Borough,1419979,99188,188,0,"Created from all of the former Kobuk Census Area (02-140) and an unpopulated part of the North Slope Borough (02-185) effective June 2, 1986; 1980 population: 4,831.","NANA Regional Corporation, Incorporated",65.9797222,-161.1230556,Northwest Arctic,525f1c5e-cc76-415c-9b62-38721d36914b
2004,239,172,3031869.00,60,20,32,42,18,83,0,89,77,95,33,20,121,131,142,151,94,99,45,0,27,0,43,0,106,24,2,8,15,4,0,15,0,56,2,17,2,141,Buckland,1412684,9600,Northwest Arctic Borough,1419979,99188,188,0,"Created from all of the former Kobuk Census Area (02-140) and an unpopulated part of the North Slope Borough (02-185) effective June 2, 1986; 1980 population: 4,831.","NANA Regional Corporation, Incorporated",65.9797222,-161.1230556,Northwest Arctic,525f1c5e-cc76-415c-9b62-38721d36914b
2005,233,176,3122999.00,54,29,31,49,13,95,0,81,75,101,34,20,113,126,140,147,89,95,43,0,24,5,34,0,99,19,2,2,28,1,0,15,0,59,3,6,4,146,Buckland,1412684,9600,Northwest Arctic Borough,1419979,99188,188,0,"Created from all of the former Kobuk Census Area (02-140) and an unpopulated part of the North Slope Borough (02-185) effective June 2, 1986; 1980 population: 4,831.","NANA Regional Corporation, Incorporated",65.9797222,-161.1230556,Northwest Arctic,525f1c5e-cc76-415c-9b62-38721d36914b
2006,229,162,3297614.00,45,19,35,48,15,88,1,73,67,95,38,23,116,128,138,132,90,76,47,0,24,6,33,1,96,20,5,2,31,4,1,24,0,55,0,4,5,145,Buckland,1412684,9600,Northwest Arctic Borough,1419979,99188,188,0,"Created from all of the former Kobuk Census Area (02-140) and an unpopulated part of the North Slope Borough (02-185) effective June 2, 1986; 1980 population: 4,831.","NANA Regional Corporation, Incorporated",65.9797222,-161.1230556,Northwest Arctic,525f1c5e-cc76-415c-9b62-38721d36914b
2007,272,194,4132749.00,58,22,32,57,25,108,0,86,81,113,51,33,149,150,165,159,113,116,50,0,24,9,69,0,100,18,5,4,29,4,0,29,0,65,0,6,5,171,Buckland,1412684,9600,Northwest Arctic Borough,1419979,99188,188,0,"Created from all of the former Kobuk Census Area (02-140) and an unpopulated part of the North Slope Borough (02-185) effective June 2, 1986; 1980 population: 4,831.","NANA Regional Corporation, Incorporated",65.9797222,-161.1230556,Northwest Arctic,525f1c5e-cc76-415c-9b62-38721d36914b
2008,271,196,4062350.00,76,19,26,48,27,113,0,83,83,113,52,33,147,131,155,159,97,89,56,0,28,10,68,1,103,13,4,0,27,2,0,28,0,61,0,5,4,172,Buckland,1412684,9600,Northwest Arctic Borough,1419979,99188,188,0,"Created from all of the former Kobuk Census Area (02-140) and an unpopulated part of the North Slope Borough (02-185) effective June 2, 1986; 1980 population: 4,831.","NANA Regional Corporation, Incorporated",65.9797222,-161.1230556,Northwest Arctic,525f1c5e-cc76-415c-9b62-38721d36914b
2009,261,185,4244953.00,61,15,31,50,28,88,1,96,79,106,42,25,136,137,155,150,100,90,74,0,28,14,66,0,86,17,5,0,25,2,0,36,0,57,0,1,5,170,Buckland,1412684,9600,Northwest Arctic Borough,1419979,99188,188,0,"Created from all of the former Kobuk Census Area (02-140) and an unpopulated part of the North Slope Borough (02-185) effective June 2, 1986; 1980 population: 4,831.","NANA Regional Corporation, Incorporated",65.9797222,-161.1230556,Northwest Arctic,525f1c5e-cc76-415c-9b62-38721d36914b
2010,283,199,4585997.00,56,18,37,60,28,102,0,97,76,123,45,30,143,147,173,159,108,116,78,0,32,12,71,0,71,17,7,1,40,2,0,41,0,54,1,3,6,195,Buckland,1412684,9600,Northwest Arctic Borough,1419979,99188,188,0,"Created from all of the former Kobuk Census Area (02-140) and an unpopulated part of the North Slope Borough (02-185) effective June 2, 1986; 1980 population: 4,831.","NANA Regional Corporation, Incorporated",65.9797222,-161.1230556,Northwest Arctic,525f1c5e-cc76-415c-9b62-38721d36914b
2011,290,200,4314672.00,63,27,33,49,28,95,0,105,85,115,51,33,133,151,158,160,94,126,86,0,30,12,72,1,63,15,5,0,33,2,0,54,0,52,3,6,2,205,Buckland,1412684,9600,Northwest Arctic Borough,1419979,99188,188,0,"Created from all of the former Kobuk Census Area (02-140) and an unpopulated part of the North Slope Borough (02-185) effective June 2, 1986; 1980 population: 4,831.","NANA Regional Corporation, Incorporated",65.9797222,-161.1230556,Northwest Arctic,525f1c5e-cc76-415c-9b62-38721d36914b
2012,302,208,4456434.00,63,22,35,60,28,114,0,94,87,121,49,30,132,153,176,164,99,0,82,0,29,7,65,1,57,17,8,0,40,2,0,61,0,58,2,5,3,,Buckland,1412684,9600,Northwest Arctic Borough,1419979,99188,188,0,"Created from all of the former Kobuk Census Area (02-140) and an unpopulated part of the North Slope Borough (02-185) effective June 2, 1986; 1980 population: 4,831.","NANA Regional Corporation, Incorporated",65.9797222,-161.1230556,Northwest Arctic,525f1c5e-cc76-415c-9b62-38721d36914b
2013,312,206,4621440.00,68,22,34,52,30,111,0,95,87,119,49,29,145,144,165,143,90,114,91,0,19,9,56,0,30,25,6,0,42,2,0,75,0,65,1,3,3,,Buckland,1412684,9600,Northwest Arctic Borough,1419979,99188,188,0,"Created from all of the former Kobuk Census Area (02-140) and an unpopulated part of the North Slope Borough (02-185) effective June 2, 1986; 1980 population: 4,831.","NANA Regional Corporation, Incorporated",65.9797222,-161.1230556,Northwest Arctic,525f1c5e-cc76-415c-9b62-38721d36914b
2014,319,199,4632361.00,64,18,30,58,29,86,1,112,90,109,58,38,128,163,158,154,92,95,82,0,17,7,63,2,22,19,6,0,38,4,0,73,0,56,2,3,10,,Buckland,1412684,9600,Northwest Arctic Borough,1419979,99188,188,0,"Created from all of the former Kobuk Census Area (02-140) and an unpopulated part of the North Slope Borough (02-185) effective June 2, 1986; 1980 population: 4,831.","NANA Regional Corporation, Incorporated",65.9797222,-161.1230556,Northwest Arctic,525f1c5e-cc76-415c-9b62-38721d36914b
2015,308,192,4560034.00,61,22,27,55,27,90,2,100,89,103,60,40,121,144,159,144,93,99,64,0,16,7,62,2,21,18,6,0,39,4,0,67,0,50,3,3,9,,Buckland,1412684,9600,Northwest Arctic Borough,1419979,99188,188,0,"Created from all of the former Kobuk Census Area (02-140) and an unpopulated part of the North Slope Borough (02-185) effective June 2, 1986; 1980 population: 4,831.","NANA Regional Corporation, Incorporated",65.9797222,-161.1230556,Northwest Arctic,525f1c5e-cc76-415c-9b62-38721d36914b
2016,90,15,501569.11,4,1,2,2,6,12,2,1,4,11,6,6,9,11,11,10,7,6,2,0,8,1,6,1,3,2,3,1,1,2,0,0,0,2,1,2,4,,Central,1400106,11690,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.",,65.5725000,-144.8030556,Yukon-Koyukuk/Upper Tanana,c107ec14-d56b-4fb6-b2de-e32657346231
2000,132,59,966231.74,21,6,14,14,4,43,5,11,24,35,31,21,40,45,44,46,24,34,23,1,18,2,23,4,12,6,10,0,3,3,0,4,0,0,2,38,16,,Central,1400106,11690,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.",,65.5725000,-144.8030556,Yukon-Koyukuk/Upper Tanana,c107ec14-d56b-4fb6-b2de-e32657346231
2001,133,61,1319327.00,16,10,10,17,8,44,5,12,19,42,32,23,42,50,52,51,33,22,22,2,19,3,23,5,13,5,13,0,5,4,0,8,0,3,2,36,13,,Central,1400106,11690,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.",,65.5725000,-144.8030556,Yukon-Koyukuk/Upper Tanana,c107ec14-d56b-4fb6-b2de-e32657346231
2002,119,54,1093261.00,16,6,14,11,7,34,6,14,21,33,27,14,38,42,46,38,25,18,25,2,12,2,18,4,9,5,11,0,4,2,0,5,0,2,2,40,11,,Central,1400106,11690,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.",,65.5725000,-144.8030556,Yukon-Koyukuk/Upper Tanana,c107ec14-d56b-4fb6-b2de-e32657346231
2003,114,47,1148197.00,13,4,6,17,7,32,7,8,16,31,23,14,26,39,39,39,23,24,19,2,15,2,17,2,15,8,8,0,3,2,0,7,0,2,3,28,10,,Central,1400106,11690,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.",,65.5725000,-144.8030556,Yukon-Koyukuk/Upper Tanana,c107ec14-d56b-4fb6-b2de-e32657346231
2004,105,41,1165787.00,10,3,7,12,9,30,5,6,11,30,20,12,33,34,30,26,21,16,17,3,11,3,16,4,10,9,8,0,0,2,0,5,0,1,2,25,6,47,Central,1400106,11690,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.",,65.5725000,-144.8030556,Yukon-Koyukuk/Upper Tanana,c107ec14-d56b-4fb6-b2de-e32657346231
2005,100,34,875536.00,8,10,1,8,7,24,4,6,12,22,20,16,19,27,26,24,13,20,10,3,8,3,10,3,10,9,6,0,0,3,0,2,0,0,4,19,5,44,Central,1400106,11690,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.",,65.5725000,-144.8030556,Yukon-Koyukuk/Upper Tanana,c107ec14-d56b-4fb6-b2de-e32657346231
2006,93,32,808129.00,11,1,5,10,5,22,4,6,12,20,19,15,22,26,22,19,14,17,10,2,9,2,12,2,6,8,6,1,0,1,0,1,1,2,3,12,5,42,Central,1400106,11690,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.",,65.5725000,-144.8030556,Yukon-Koyukuk/Upper Tanana,c107ec14-d56b-4fb6-b2de-e32657346231
2007,101,32,859939.00,8,3,7,7,7,24,3,5,14,18,21,18,21,26,27,25,14,17,6,2,10,0,13,3,5,6,8,0,4,1,0,2,1,1,3,11,4,38,Central,1400106,11690,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.",,65.5725000,-144.8030556,Yukon-Koyukuk/Upper Tanana,c107ec14-d56b-4fb6-b2de-e32657346231
2008,105,31,973115.00,5,6,5,8,7,19,5,7,14,17,21,16,24,29,28,24,21,9,7,2,10,0,13,2,5,6,7,0,1,0,0,2,1,3,2,9,5,36,Central,1400106,11690,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.",,65.5725000,-144.8030556,Yukon-Koyukuk/Upper Tanana,c107ec14-d56b-4fb6-b2de-e32657346231
2009,104,36,1005205.00,8,7,5,6,10,21,5,10,14,22,22,18,24,31,30,25,19,12,11,1,11,0,9,3,4,5,5,0,2,1,0,4,1,1,1,10,5,28,Central,1400106,11690,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.",,65.5725000,-144.8030556,Yukon-Koyukuk/Upper Tanana,c107ec14-d56b-4fb6-b2de-e32657346231
2010,103,32,709265.00,10,7,3,7,5,23,3,6,12,20,18,17,17,23,21,17,10,16,19,1,12,0,9,2,4,7,5,0,1,2,0,3,1,1,1,7,6,27,Central,1400106,11690,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.",,65.5725000,-144.8030556,Yukon-Koyukuk/Upper Tanana,c107ec14-d56b-4fb6-b2de-e32657346231
2011,107,24,702856.00,5,3,3,7,6,20,3,1,4,20,13,12,11,19,20,14,9,12,12,1,10,1,8,1,5,5,5,0,1,3,0,2,0,2,1,7,8,25,Central,1400106,11690,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.",,65.5725000,-144.8030556,Yukon-Koyukuk/Upper Tanana,c107ec14-d56b-4fb6-b2de-e32657346231
2012,99,20,589889.00,4,3,2,5,6,16,2,2,6,14,11,8,12,15,16,12,8,0,12,1,8,0,6,2,5,4,5,0,1,3,0,0,0,1,0,6,6,,Central,1400106,11690,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.",,65.5725000,-144.8030556,Yukon-Koyukuk/Upper Tanana,c107ec14-d56b-4fb6-b2de-e32657346231
2013,96,22,691197.00,6,3,2,4,7,18,3,1,7,15,14,11,10,16,17,15,8,10,8,1,8,0,8,2,3,2,4,0,1,3,0,0,1,1,1,4,6,,Central,1400106,11690,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.",,65.5725000,-144.8030556,Yukon-Koyukuk/Upper Tanana,c107ec14-d56b-4fb6-b2de-e32657346231
2014,93,20,628427.00,5,4,2,2,7,15,3,2,5,15,12,10,13,14,17,12,9,7,6,0,9,0,7,1,4,0,6,1,0,3,0,1,1,3,1,5,5,,Central,1400106,11690,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.",,65.5725000,-144.8030556,Yukon-Koyukuk/Upper Tanana,c107ec14-d56b-4fb6-b2de-e32657346231
2015,89,15,575270.00,4,0,2,3,6,12,3,0,5,10,9,6,10,12,10,12,8,5,7,0,10,1,8,1,5,2,5,1,0,2,0,0,0,2,1,5,5,,Central,1400106,11690,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.",,65.5725000,-144.8030556,Yukon-Koyukuk/Upper Tanana,c107ec14-d56b-4fb6-b2de-e32657346231
2016,55,48,712985.32,16,11,9,7,5,6,0,42,19,29,15,10,35,42,44,30,27,15,14,0,2,0,1,0,4,0,3,0,0,1,0,2,0,11,0,1,0,,Chalkyitsik,1400128,11800,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",66.6544444,-143.7222222,Yukon-Koyukuk/Upper Tanana,40631564-dc6c-41e1-8244-51e396e74b07
2000,65,49,478383.68,21,9,11,8,0,43,0,6,21,28,11,9,31,39,45,37,23,32,9,0,1,0,8,1,26,4,8,0,11,2,0,2,0,1,1,5,6,,Chalkyitsik,1400128,11800,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",66.6544444,-143.7222222,Yukon-Koyukuk/Upper Tanana,40631564-dc6c-41e1-8244-51e396e74b07
2001,64,45,451497.00,20,11,10,3,1,30,0,15,17,28,8,6,39,41,34,29,22,19,12,0,0,0,9,1,24,3,6,0,10,2,0,1,0,5,1,5,2,,Chalkyitsik,1400128,11800,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",66.6544444,-143.7222222,Yukon-Koyukuk/Upper Tanana,40631564-dc6c-41e1-8244-51e396e74b07
2002,66,50,550569.00,18,12,11,9,0,16,0,34,20,30,8,5,37,38,42,35,24,30,16,0,3,0,5,1,25,4,5,0,9,2,0,1,0,9,1,6,3,,Chalkyitsik,1400128,11800,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",66.6544444,-143.7222222,Yukon-Koyukuk/Upper Tanana,40631564-dc6c-41e1-8244-51e396e74b07
2003,65,47,476017.00,16,12,14,4,1,21,0,26,21,26,15,8,38,40,33,39,23,28,16,0,1,0,5,3,23,6,4,1,7,3,0,2,0,15,1,10,2,,Chalkyitsik,1400128,11800,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",66.6544444,-143.7222222,Yukon-Koyukuk/Upper Tanana,40631564-dc6c-41e1-8244-51e396e74b07
2004,65,48,523868.00,19,9,12,7,1,21,0,27,23,25,11,6,30,37,36,36,21,29,21,0,0,0,5,3,23,4,4,0,2,1,0,3,0,23,1,12,4,52,Chalkyitsik,1400128,11800,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",66.6544444,-143.7222222,Yukon-Koyukuk/Upper Tanana,40631564-dc6c-41e1-8244-51e396e74b07
